The Daily Mail|2020 01 01|'I am proud of my scars': Transgender teen Jazz Jennings shares swimsuit photos showing off her 'battle wounds' for the first time after undergoing gender confirmation surgery in 2018
The Daily Mail|2020 01 04|'I'm known as Ken but inside I've always felt like Barbie': Human Ken Doll Rodrigo Alves comes out as a transgender woman
The Daily Mail|2020 01 04|Transgender activist, 25, is found shot dead behind wheel of his taxi on New Year's Day hours after his cab company offered customers free rides home to keep people safe
The Daily Mail|2020 01 06|Couple who are set to become the UK's first transgender parents after both transitioning say they hope their 'powerful' story will bring hope to young people
The Daily Mail|2020 01 07|'I self-medicated with hormones and ended up in hospital': Rodrigo Alves reveals she risked her life to become a transgender woman in secret and now admits regrets over £600k surgeries 
The Daily Mail|2020 01 08|Gynaecology health charity drops 'women' from its name as it rebrands to include transgender men and non-binary people
The Daily Mail|2020 01 09|Rodrigo Alves displays her incredible new curves as she heads to the laser hair removal clinic... after coming out as a transgender woman
The Daily Mail|2020 01 14|U.S. Democrats seek release of transgender migrants in detention
The Daily Mail|2020 01 14|Dutch YouTube star Nikkie de Jager says she is transgender
The Daily Mail|2020 01 14|Transgender model claims sanitary brands should be re-designed because using 'pretty and pink' products targeted at women causes him psychological pain
The Daily Mail|2020 01 16|Rodrigo Alves looks sensational in bright pink leggings and a fluffy jacket after coming out as a transgender woman
The Daily Mail|2020 01 16|S.Korea to decide on first transgender soldier amid debate
The Daily Mail|2020 01 16|Debenhams pays transgender woman £9,000 in sex-discrimination case after refusing to give her a job 
The Daily Mail|2020 01 17|Rodrigo Alves flaunts her sensational curves in skin-tight jeans and a stylish silk shirt as she arrives in Milan after coming out as a transgender woman
The Daily Mail|2020 01 17|Belmarsh's only transgender prisoner recalls the heartbreaking moment she helped her sick father die as Ross Kemp's HMP Belmarsh viewers praise the 'brave' inmate
The Daily Mail|2020 01 22|Now China's top transgender star eyes politics
The Daily Mail|2020 01 22|EXCLUSIVE: 'I thought I would never be allowed on TV again as a trans woman... but I got a pay rise': Rodrigo Alves says she finally feels accepted and discusses breast implant surgery
The Daily Mail|2020 01 22|S. Korean military decides to discharge transgender soldier
The Daily Mail|2020 01 24|Feminist Oxford professor is given security guards at work to protect her after threats from transgender activists
The Daily Mail|2020 01 26|Feminist Oxford professor warns 'democracy is under threat' after being given security guards at work to protect her from transgender activists
The Daily Mail|2020 01 29|Judge orders yob, 19, to pay £200 damages to transgender PCSO, 25, after shouting 'is it a boy or is it a girl' while he was on patrol on town 
The Daily Mail|2020 01 29|Teenage yob is ordered to pay £200 compensation to transgender police officer for shouting 'Is it a boy or is it a girl?' at him 
The Daily Mail|2020 02 01|Radio Four shocks listeners with X-rated sex references in 'no-holds-barred' drama about transgender trumpeter at 10.40am 
The Daily Mail|2020 02 03|Starbucks advert featuring trans man praised as `beautifully done´
The Daily Mail|2020 02 06|Married At First Sight's Hayley Vernon accuses a GROOM of spreading false rumours she is 'transgender' and using a shocking slur at a dinner party
The Daily Mail|2020 02 09|Speaking out against transgender extremists has made me the most hated man on the internet, writes Father Ted creator GRAHAM LINEHAN 
The Daily Mail|2020 02 10|Ban on treatments for transgender kids fails in South Dakota
The Daily Mail|2020 02 12|Girls sue to block participation of transgender athletes
The Daily Mail|2020 02 12|Judge rules Oklahoma transgender inmate lawsuit can proceed
The Daily Mail|2020 02 12|Female high school runners are suing Connecticut amateur athletic bodies to block transgender athletes from participating in girls' sports, saying 'it's not fair to compete against boys'
The Daily Mail|2020 02 14|Transgender tweets were freedom of speech, British judge rules
The Daily Mail|2020 02 14|Mother-of-two who called a transgender woman a 'pig in a wig' is convicted of sending offensive tweets as free speech campaigners protest outside court
The Daily Mail|2020 02 14|Fair Cop founder wins partial court victory over transgender `hate incidents´
The Daily Mail|2020 02 18|Transgender athletes seek to become defendants in lawsuit
The Daily Mail|2020 02 23|Child killer who battered her toddler stepson to death starts relationship with transgender killer behind bars
The Daily Mail|2020 02 24|Republicans to honor girls suing over transgender policy
The Daily Mail|2020 02 26|Idaho moves closer to ban on transgender women in athletics
The Daily Mail|2020 02 27|Idaho targets transgender people, birth certificate changes
The Daily Mail|2020 02 27|Lawyer: Win over transgender runner shouldn't affect suit
The Daily Mail|2020 02 27|Olympic hero Tamsyn Lewis questions the fairness of transgender athletes competing in women's sports - and says many don't speak out because of political correctness
The Daily Mail|2020 03 02|Controversial gold-medal winning transgender weightlifter Laurel Hubbard suffers a major setback in her bid to qualify for the Tokyo Olympics
The Daily Mail|2020 03 04|Olympic advice on transgender athletes due after Tokyo Games
The Daily Mail|2020 03 05|Chile changing: transgender student leader lends voice to renewed protests
The Daily Mail|2020 03 06|'I'm gonna take it as a compliment': Married At First Sight's lesbian bride Tash Herz slams trolls who called her 'transgender'
The Daily Mail|2020 03 07|Glamour and equality in Thailand at world's top transgender pageant
The Daily Mail|2020 03 07|Judge sides with transgender Alaska librarian in health case
The Daily Mail|2020 03 08|NHS campaign promoting cervical smear tests fails to mention women in leaflet - but does offer guidance for transgender men 
The Daily Mail|2020 03 09|Miriam Margolyes claims overweight people are 'rejected' like other minority groups such as gay and transgender people - but don't speak up because they are 'ashamed'
The Daily Mail|2020 03 12|Advocates: Transgender woman sexually assaulted at ICE site
The Daily Mail|2020 03 14|Transgender activists are condemned by Grenfell Tower victims as they set off smoke bombs close to the block where 72 people died 
The Daily Mail|2020 03 17|Argentine television gets its first transgender news anchor
The Daily Mail|2020 03 17|Transgender pastor defies court to conduct same-sex marriages in Hong Kong
The Daily Mail|2020 03 18|Idaho transgender women sports ban bill heads to governor
The Daily Mail|2020 03 18|US naval officer sues over military transgender ban
The Daily Mail|2020 03 18|Man convicted in killings of 2 gay men, transgender woman
The Daily Mail|2020 03 19|Acclaimed author Jan Morris is 93, transgender and not only climbed Everest but broke news of its first ascent. She's never been honoured but she's: One hell of a dame (So why don't they make her one?)
The Daily Mail|2020 03 21|Transgender woman, 29, awaiting trial says she was repeatedly raped by two inmates while housed with men in a federal jail 
The Daily Mail|2020 03 24|Dad launches a swimwear line for transgender girls with bikini bottoms that have 'soft compression' in the front - after his own trans daughter struggled to find a swimsuit 
The Daily Mail|2020 03 25|Review: Trans woman and her sister learn acceptance, love
The Daily Mail|2020 03 31|Transgender YouTuber NikkieTutorials hits out at Ellen DeGeneres - revealing the TV host didn't even 'say hello' when she appeared on the show to discuss her decision to come out
The Daily Mail|2020 04 16|Idaho's transgender birth certificate ban goes back to court
The Daily Mail|2020 04 24|How we became Britain's first transgender mum and dad: Ex-Army captain and actor reveal their astonishing full story and say  'we walked through fire to have Millie'
The Daily Mail|2020 04 24|Panama's gender-based quarantine problem for transsexuals
The Daily Mail|2020 04 26|U-turn on trans toilets in schools: Parents force council to pull guidance allowing transgender pupils to use girls' loos and dormitories
The Daily Mail|2020 04 30|Vatican's 'Robin Hood' helps feed transsexual prostitutes hit by lockdown
The Daily Mail|2020 05 01|Trans woman sets herself on fire in Georgia as virus lockdown cuts income
The Daily Mail|2020 05 05|'We were in a very different world back then': Ex-Corrie star Julie Hesmondhalgh believes producers wouldn't offer her the chance to reprise her role as transgender Hayley
The Daily Mail|2020 05 05|Nurse says she is the proud owner of a 'transgender cat' after it was forced to have sex change surgery to relive urinary problems
The Daily Mail|2020 05 07|Transgender people could be forced to undergo exorcisms to 'save' them under proposed laws in Indonesia 
The Daily Mail|2020 05 09|Transgender inmates have carried out seven sex attacks on women in jail: Despite the risks, male-born trans convicts are still allowed to move into women's prisons 
The Daily Mail|2020 05 11|Transgender woman in hospice while awaiting court ruling
The Daily Mail|2020 05 12|Michigan woman at center of transgender rights case dies
The Daily Mail|2020 05 13|2 indicted in killings of Puerto Rico transgender women
The Daily Mail|2020 05 13|Transgender woman in landmark US Supreme Court case dies
The Daily Mail|2020 05 14|Cynthia Nixon discusses being a parent to a transgender child, sexuality and white privilege in candid new interview
The Daily Mail|2020 05 16|Two cops are indicted on assault charges after they slammed a transgender woman's face into the sidewalk during arrest caught on video
The Daily Mail|2020 05 22|Supreme Court won't put transgender inmate surgery on hold
The Daily Mail|2020 05 23|Marks & Spencer's transgender policy which allows men who identify as women to use female changing rooms 'puts women and girls at risk' from voyeurs, say campaigners 
The Daily Mail|2020 05 26|Virginia school board defends transgender bathroom ban
The Daily Mail|2020 05 27|Colombian transgender model whose husband was born a woman and is carrying their baby shares sweet snap of her kissing his bump at eight months pregnant
The Daily Mail|2020 06 09|L'Oreal offers new job to black transgender model sacked over race remarks
The Daily Mail|2020 06 09|"Harry Potter star says ""transgender women are women"" after J.K. Rowling tweets spark row"
